模型族,参数,扰动百分比,场量,时刻_s,材料坐标_xi,有符号有限响应,数值工作预算,结构零
Q1,对流传质系数,0.5,C,1500.0,0.5,-0.0043368392488751795,0.00041492363075064685,False
Q1,对流传质系数,0.5,C,1500.0,0.75,-0.09445515185735331,0.00041492363075064685,False
Q1,对流传质系数,0.5,C,1500.0,1.0,-0.6917315013096337,0.00041492363075064685,False
Q1,对流传质系数,0.5,C,1800.0,0.0,-6.442259214978208e-06,0.00037455173421213834,False
Q1,对流传质系数,0.5,C,1800.0,0.25,-0.00022536444799214905,0.00037455173421213834,False
Q1,对流传质系数,0.5,C,1800.0,0.5,-0.008963829998842598,0.00037455173421213834,False
Q1,对流传质系数,0.5,C,1800.0,0.75,-0.1224477137751645,0.00037455173421213834,False
Q1,对流传质系数,0.5,C,1800.0,1.0,-0.7166209662930134,0.00037455173421213834,False
Q1,对流传质系数,0.5,T,100.0,0.0,0.0,0.00010428449059996826,True
Q1,对流传质系数,0.5,T,100.0,0.25,-1.0658141036401503e-12,0.00010428449059996826,True
Q1,对流传质系数,0.5,T,100.0,0.5,-1.0658141036401503e-12,0.00010428449059996826,True
Q1,对流传质系数,0.5,T,100.0,0.75,1.8474111129762605e-11,0.00010428449059996826,True
Q1,对流传质系数,0.5,T,100.0,1.0,-4.725109192804666e-11,0.00010428449059996826,True
Q1,对流传质系数,0.5,T,300.0,0.0,-7.105427357601002e-13,0.00022006693333080263,True
Q1,对流传质系数,0.5,T,300.0,0.25,-1.4566126083082054e-11,0.00022006693333080263,True
Q1,对流传质系数,0.5,T,300.0,0.5,3.375077994860476e-11,0.00022006693333080263,True
Q1,对流传质系数,0.5,T,300.0,0.75,-7.673861546209082e-11,0.00022006693333080263,True
Q1,对流传质系数,0.5,T,300.0,1.0,8.100187187665142e-11,0.00022006693333080263,True
Q1,对流传质系数,0.5,T,600.0,0.0,-3.19033688356285e-10,0.0003155293174694424,True
Q1,对流传质系数,0.5,T,600.0,0.25,-2.870592652470805e-10,0.0003155293174694424,True
Q1,对流传质系数,0.5,T,600.0,0.5,-1.7408297026122455e-10,0.0003155293174694424,True
Q1,对流传质系数,0.5,T,600.0,0.75,-6.004086117172847e-11,0.0003155293174694424,True
Q1,对流传质系数,0.5,T,600.0,1.0,-1.9184653865522705e-11,0.0003155293174694424,True
Q1,对流传质系数,0.5,T,900.0,0.0,-1.4921397450962104e-10,0.0003772801683819125,True
Q1,对流传质系数,0.5,T,900.0,0.25,-1.3997691894473974e-10,0.0003772801683819125,True
Q1,对流传质系数,0.5,T,900.0,0.5,-1.1759482276829658e-10,0.0003772801683819125,True
Q1,对流传质系数,0.5,T,900.0,0.75,-9.237055564881302e-11,0.0003772801683819125,True
Q1,对流传质系数,0.5,T,900.0,1.0,-6.430411758628907e-11,0.0003772801683819125,True
Q1,对流传质系数,0.5,T,1200.0,0.0,-1.0658141036401503e-10,0.00042388626563957354,True
Q1,对流传质系数,0.5,T,1200.0,0.25,-9.841016890277388e-11,0.00042388626563957354,True
Q1,对流传质系数,0.5,T,1200.0,0.5,-8.952838470577262e-11,0.00042388626563957354,True
Q1,对流传质系数,0.5,T,1200.0,0.75,-7.958078640513122e-11,0.00042388626563957354,True
Q1,对流传质系数,0.5,T,1200.0,1.0,-4.831690603168681e-11,0.00042388626563957354,True
Q1,对流传质系数,0.5,T,1500.0,0.0,-1.893596390800667e-10,0.0004313731483471662,True
Q1,对流传质系数,0.5,T,1500.0,0.25,-1.7550405573274475e-10,0.0004313731483471662,True
Q1,对流传质系数,0.5,T,1500.0,0.5,-1.2505552149377763e-10,0.0004313731483471662,True
Q1,对流传质系数,0.5,T,1500.0,0.75,-6.039613253960852e-11,0.0004313731483471662,True
Q1,对流传质系数,0.5,T,1500.0,1.0,-2.0605739337042905e-11,0.0004313731483471662,True
Q1,对流传质系数,0.5,T,1800.0,0.0,-5.5422333389287814e-11,0.0004177643004164449,True
Q1,对流传质系数,0.5,T,1800.0,0.25,-3.055333763768431e-11,0.0004177643004164449,True
Q1,对流传质系数,0.5,T,1800.0,0.5,2.2737367544323206e-11,0.0004177643004164449,True
Q1,对流传质系数,0.5,T,1800.0,0.75,6.536993168992922e-11,0.0004177643004164449,True
Q1,对流传质系数,0.5,T,1800.0,1.0,6.679101716144942e-11,0.0004177643004164449,True
Q23,温度指数系数,0.5,C,1800.0,0.0,0.007936383759599153,0.00026100973299090477,False
Q23,温度指数系数,0.5,C,1800.0,0.25,0.07867999653030644,0.00026100973299090477,False
Q23,温度指数系数,0.5,C,1800.0,0.5,0.7754645681719463,0.00026100973299090477,False
Q23,温度指数系数,0.5,C,1800.0,0.75,1.7718375762481031,0.00026100973299090477,False
Q23,温度指数系数,0.5,C,1800.0,1.0,-3.577166122597042,0.00026100973299090477,False
Q23,温度指数系数,0.5,C,3600.0,0.0,1.1358692161723027,0.00022143029278402212,False
Q23,温度指数系数,0.5,C,3600.0,0.25,1.7039284806229293,0.00022143029278402212,False
Q23,温度指数系数,0.5,C,3600.0,0.5,2.669177869577588,0.00022143029278402212,False
Q23,温度指数系数,0.5,C,3600.0,0.75,1.58248660301461,0.00022143029278402212,False
Q23,温度指数系数,0.5,C,3600.0,1.0,-3.410827948341222,0.00022143029278402212,False
Q23,温度指数系数,0.5,C,5400.0,0.0,4.063954185731422,0.00020810817347690974,False
Q23,温度指数系数,0.5,C,5400.0,0.25,4.102622286400548,0.00020810817347690974,False
Q23,温度指数系数,0.5,C,5400.0,0.5,3.569654637827746,0.00020810817347690974,False
Q23,温度指数系数,0.5,C,5400.0,0.75,1.288288668790405,0.00020810817347690974,False
Q23,温度指数系数,0.5,C,5400.0,1.0,-3.073048931395328,0.00020810817347690974,False
Q23,温度指数系数,0.5,C,7200.0,0.0,5.898529691797183,0.0001320224241713205,False
Q23,温度指数系数,0.5,C,7200.0,0.25,5.475755127824344,0.0001320224241713205,False
Q23,温度指数系数,0.5,C,7200.0,0.5,4.042786931529396,0.0001320224241713205,False
Q23,温度指数系数,0.5,C,7200.0,0.75,1.3482479164927286,0.0001320224241713205,False
Q23,温度指数系数,0.5,C,7200.0,1.0,-2.629619270671313,0.0001320224241713205,False
Q23,温度指数系数,0.5,C,9000.0,0.0,6.523139238523323,0.0001336151114003399,False
Q23,温度指数系数,0.5,C,9000.0,0.25,5.968608428841238,0.0001336151114003399,False
Q23,温度指数系数,0.5,C,9000.0,0.5,4.311785639123866,0.0001336151114003399,False
Q23,温度指数系数,0.5,C,9000.0,0.75,1.6043072375797607,0.0001336151114003399,False
Q23,温度指数系数,0.5,C,9000.0,1.0,-2.1124234620029547,0.0001336151114003399,False
Q23,温度指数系数,0.5,C,10800.0,0.0,6.616926819903202,0.00012586178720143675,False
Q23,温度指数系数,0.5,C,10800.0,0.25,6.064517676112224,0.00012586178720143675,False
Q23,温度指数系数,0.5,C,10800.0,0.5,4.451360590818343,0.00012586178720143675,False
Q23,温度指数系数,0.5,C,10800.0,0.75,1.8884014770210733,0.00012586178720143675,False
Q23,温度指数系数,0.5,C,10800.0,1.0,-1.6023796880006214,0.00012586178720143675,False
Q23,温度指数系数,0.5,T,1800.0,0.0,-0.17923949846760934,0.00042784161003722845,False
Q23,温度指数系数,0.5,T,1800.0,0.25,-0.19355787680765957,0.00042784161003722845,False
Q23,温度指数系数,0.5,T,1800.0,0.5,-0.2364965297680044,0.00042784161003722845,False
Q23,温度指数系数,0.5,T,1800.0,0.75,-0.28884114497955693,0.00042784161003722845,False
Q23,温度指数系数,0.5,T,1800.0,1.0,-0.0665423853135394,0.00042784161003722845,False
Q23,温度指数系数,0.5,T,3600.0,0.0,-1.13491270751922,0.0003949851533980817,False
Q23,温度指数系数,0.5,T,3600.0,0.25,-1.1300045238364476,0.0003949851533980817,False
Q23,温度指数系数,0.5,T,3600.0,0.5,-1.092796271289842,0.0003949851533980817,False
Q23,温度指数系数,0.5,T,3600.0,0.75,-0.9622474167187534,0.0003949851533980817,False
Q23,温度指数系数,0.5,T,3600.0,1.0,-0.5374810852458722,0.0003949851533980817,False
Q23,温度指数系数,0.5,T,5400.0,0.0,-1.6260956019991113,0.0002788219743805329,False
Q23,温度指数系数,0.5,T,5400.0,0.25,-1.5765633462137885,0.0002788219743805329,False
Q23,温度指数系数,0.5,T,5400.0,0.5,-1.430816842113103,0.0002788219743805329,False
Q23,温度指数系数,0.5,T,5400.0,0.75,-1.1924478276426953,0.0002788219743805329,False
Q23,温度指数系数,0.5,T,5400.0,1.0,-0.8114927048538334,0.0002788219743805329,False
Q23,温度指数系数,0.5,T,7200.0,0.0,-1.2841343260106441,0.00013558354714378695,False
Q23,温度指数系数,0.5,T,7200.0,0.25,-1.2419586933795301,0.00013558354714378695,False
Q23,温度指数系数,0.5,T,7200.0,0.5,-1.1223553470671277,0.00013558354714378695,False
Q23,温度指数系数,0.5,T,7200.0,0.75,-0.9391516299963598,0.00013558354714378695,False
Q23,温度指数系数,0.5,T,7200.0,1.0,-0.6806066429959401,0.00013558354714378695,False
Q23,温度指数系数,0.5,T,9000.0,0.0,-0.7306725366206024,6.255456256849347e-05,False
Q23,温度指数系数,0.5,T,9000.0,0.25,-0.7074538540990716,6.255456256849347e-05,False
Q23,温度指数系数,0.5,T,9000.0,0.5,-0.6415180244083274,6.255456256849347e-05,False
Q23,温度指数系数,0.5,T,9000.0,0.75,-0.5423651940077434,6.255456256849347e-05,False
Q23,温度指数系数,0.5,T,9000.0,1.0,-0.39853863144969637,6.255456256849347e-05,False
Q23,温度指数系数,0.5,T,10800.0,0.0,-0.35337512369579827,3.3881064665102316e-05,False
Q23,温度指数系数,0.5,T,10800.0,0.25,-0.3450175167351688,3.3881064665102316e-05,False
Q23,温度指数系数,0.5,T,10800.0,0.5,-0.31863412218484655,3.3881064665102316e-05,False
Q23,温度指数系数,0.5,T,10800.0,0.75,-0.27302046198727226,3.3881064665102316e-05,False
Q23,温度指数系数,0.5,T,10800.0,1.0,-0.2034333220152007,3.3881064665102316e-05,False
Q23,含水率指数系数,0.5,C,1800.0,0.0,0.00010744198437606656,0.00026053983098141514,False
Q23,含水率指数系数,0.5,C,1800.0,0.25,0.0011086930660653138,0.00026053983098141514,False
Q23,含水率指数系数,0.5,C,1800.0,0.5,0.011496044980763287,0.00026053983098141514,False
Q23,含水率指数系数,0.5,C,1800.0,0.75,0.030185886963041142,0.00026053983098141514,False
Q23,含水率指数系数,0.5,C,1800.0,1.0,-0.06657665855467343,0.00026053983098141514,False
Q23,含水率指数系数,0.5,C,3600.0,0.0,0.016965744934038796,0.0002231711991323675,False
Q23,含水率指数系数,0.5,C,3600.0,0.25,0.026390409282406324,0.0002231711991323675,False
Q23,含水率指数系数,0.5,C,3600.0,0.5,0.04536747227041893,0.0002231711991323675,False
Q23,含水率指数系数,0.5,C,3600.0,0.75,0.03389889075746666,0.0002231711991323675,False
Q23,含水率指数系数,0.5,C,3600.0,1.0,-0.07089779205491364,0.0002231711991323675,False
Q23,含水率指数系数,0.5,C,5400.0,0.0,0.06689109125361803,0.00020834113679777348,False
Q23,含水率指数系数,0.5,C,5400.0,0.25,0.07009721730359963,0.00020834113679777348,False
Q23,含水率指数系数,0.5,C,5400.0,0.5,0.06791332240898562,0.00020834113679777348,False
Q23,含水率指数系数,0.5,C,5400.0,0.75,0.03203642121984984,0.00020834113679777348,False
Q23,含水率指数系数,0.5,C,5400.0,1.0,-0.07029647198679712,0.00020834113679777348,False
Q23,含水率指数系数,0.5,C,7200.0,0.0,0.10700586974010662,0.00013157815151352835,False
Q23,含水率指数系数,0.5,C,7200.0,0.25,0.1025429568743963,0.00013157815151352835,False
Q23,含水率指数系数,0.5,C,7200.0,0.5,0.08341239055544847,0.00013157815151352835,False
Q23,含水率指数系数,0.5,C,7200.0,0.75,0.0349019388985683,0.00013157815151352835,False
Q23,含水率指数系数,0.5,C,7200.0,1.0,-0.06727693721106931,0.00013157815151352835,False
Q23,含水率指数系数,0.5,C,9000.0,0.0,0.1294348161127168,0.00013441296964235075,False
Q23,含水率指数系数,0.5,C,9000.0,0.25,0.12163815952850321,0.00013441296964235075,False
Q23,含水率指数系数,0.5,C,9000.0,0.5,0.09536870285808963,0.00013441296964235075,False
Q23,含水率指数系数,0.5,C,9000.0,0.75,0.04158184965419309,0.00013441296964235075,False
Q23,含水率指数系数,0.5,C,9000.0,1.0,-0.06251702910595736,0.00013441296964235075,False
Q23,含水率指数系数,0.5,C,10800.0,0.0,0.14261501161201284,0.00012623023009659717,False
Q23,含水率指数系数,0.5,C,10800.0,0.25,0.1337710607680842,0.00012623023009659717,False
Q23,含水率指数系数,0.5,C,10800.0,0.5,0.10525485784604882,0.00012623023009659717,False
Q23,含水率指数系数,0.5,C,10800.0,0.75,0.04959841575116197,0.00012623023009659717,False
Q23,含水率指数系数,0.5,C,10800.0,1.0,-0.05723532415891075,0.00012623023009659717,False
Q23,含水率指数系数,0.5,T,1800.0,0.0,-0.002862069061393413,0.0004278892398087552,False
Q23,含水率指数系数,0.5,T,1800.0,0.25,-0.0030960603389473818,0.0004278892398087552,False
Q23,含水率指数系数,0.5,T,1800.0,0.5,-0.003805357758324135,0.0004278892398087552,False
Q23,含水率指数系数,0.5,T,1800.0,0.75,-0.004773082252285121,0.0004278892398087552,False
Q23,含水率指数系数,0.5,T,1800.0,1.0,-0.0012658076485649872,0.0004278892398087552,False
Q23,含水率指数系数,0.5,T,3600.0,0.0,-0.019264846776678723,0.00039490684370249403,False
Q23,含水率指数系数,0.5,T,3600.0,0.25,-0.019264670964247443,0.00039490684370249403,False
Q23,含水率指数系数,0.5,T,3600.0,0.5,-0.01890068378571641,0.00039490684370249403,False
Q23,含水率指数系数,0.5,T,3600.0,0.75,-0.01716305713657107,0.00039490684370249403,False
Q23,含水率指数系数,0.5,T,3600.0,1.0,-0.009716343588195286,0.00039490684370249403,False
Q23,含水率指数系数,0.5,T,5400.0,0.0,-0.02934700765919729,0.00027877627730326564,False
Q23,含水率指数系数,0.5,T,5400.0,0.25,-0.028566979995048314,0.00027877627730326564,False
Q23,含水率指数系数,0.5,T,5400.0,0.5,-0.026229639924224557,0.00027877627730326564,False
Q23,含水率指数系数,0.5,T,5400.0,0.75,-0.022272929738420544,0.00027877627730326564,False
Q23,含水率指数系数,0.5,T,5400.0,1.0,-0.01513778099706542,0.00027877627730326564,False
Q23,含水率指数系数,0.5,T,7200.0,0.0,-0.0245462030036947,0.00013555209746078312,False
Q23,含水率指数系数,0.5,T,7200.0,0.25,-0.023798179172018763,0.00013555209746078312,False
Q23,含水率指数系数,0.5,T,7200.0,0.5,-0.021656665610692016,0.00013555209746078312,False
Q23,含水率指数系数,0.5,T,7200.0,0.75,-0.0183097213366068,0.00013555209746078312,False
Q23,含水率指数系数,0.5,T,7200.0,1.0,-0.013181276218432458,0.00013555209746078312,False
Q23,含水率指数系数,0.5,T,9000.0,0.0,-0.014709254154610107,6.253013014506892e-05,False
Q23,含水率指数系数,0.5,T,9000.0,0.25,-0.014259958701501319,6.253013014506892e-05,False
Q23,含水率指数系数,0.5,T,9000.0,0.5,-0.012977520856338742,6.253013014506892e-05,False
Q23,含水率指数系数,0.5,T,9000.0,0.75,-0.011028704034998782,6.253013014506892e-05,False
Q23,含水率指数系数,0.5,T,9000.0,1.0,-0.007960465419643015,6.253013014506892e-05,False
Q23,含水率指数系数,0.5,T,10800.0,0.0,-0.007478944364436302,3.3864125701382564e-05,False
Q23,含水率指数系数,0.5,T,10800.0,0.25,-0.007309422132806276,3.3864125701382564e-05,False
Q23,含水率指数系数,0.5,T,10800.0,0.5,-0.006770098360675547,3.3864125701382564e-05,False
Q23,含水率指数系数,0.5,T,10800.0,0.75,-0.005822990983261889,3.3864125701382564e-05,False
Q23,含水率指数系数,0.5,T,10800.0,1.0,-0.004241564386120444,3.3864125701382564e-05,False
Q23,初始半径,0.5,C,1800.0,0.0,0.0013332513896457954,0.000260543723787059,False
Q23,初始半径,0.5,C,1800.0,0.25,0.013906109137273859,0.000260543723787059,False
Q23,初始半径,0.5,C,1800.0,0.5,0.1481303025473668,0.000260543723787059,False
Q23,初始半径,0.5,C,1800.0,0.75,0.4589273776947511,0.000260543723787059,False
Q23,初始半径,0.5,C,1800.0,1.0,0.03675242576688387,0.000260543723787059,False
Q23,初始半径,0.5,C,3600.0,0.0,0.22212646865482633,0.00022312503085297782,False
Q23,初始半径,0.5,C,3600.0,0.25,0.34497616082322935,0.00022312503085297782,False
Q23,初始半径,0.5,C,3600.0,0.5,0.6044789660064165,0.00022312503085297782,False
Q23,初始半径,0.5,C,3600.0,0.75,0.6132117554413341,0.00022312503085297782,False
Q23,初始半径,0.5,C,3600.0,1.0,0.0669049417869827,0.00022312503085297782,False
Q23,初始半径,0.5,C,5400.0,0.0,0.8565222503535086,0.00020831790602589414,False
Q23,初始半径,0.5,C,5400.0,0.25,0.8959959981815757,0.00020831790602589414,False
Q23,初始半径,0.5,C,5400.0,0.5,0.9002161127613206,0.00020831790602589414,False
Q23,初始半径,0.5,C,5400.0,0.75,0.6647134016874778,0.00020831790602589414,False
Q23,初始半径,0.5,C,5400.0,1.0,0.14634223619260922,0.00020831790602589414,False
Q23,初始半径,0.5,C,7200.0,0.0,1.3020777704991549,0.0001315932606751316,False
Q23,初始半径,0.5,C,7200.0,0.25,1.2543279786551675,0.0001315932606751316,False
Q23,初始半径,0.5,C,7200.0,0.5,1.082464240973846,0.0001315932606751316,False
Q23,初始半径,0.5,C,7200.0,0.75,0.7458637962328263,0.0001315932606751316,False
Q23,初始半径,0.5,C,7200.0,1.0,0.26039342490640216,0.0001315932606751316,False
Q23,初始半径,0.5,C,9000.0,0.0,1.49572518919725,0.00013438778186999212,False
Q23,初始半径,0.5,C,9000.0,0.25,1.4209389181264465,0.00013438778186999212,False
Q23,初始半径,0.5,C,9000.0,0.5,1.198648499218291,0.00013438778186999212,False
Q23,初始半径,0.5,C,9000.0,0.75,0.8424318688915466,0.00013438778186999212,False
Q23,初始半径,0.5,C,9000.0,1.0,0.3810562733743028,0.00013438778186999212,False
Q23,初始半径,0.5,C,10800.0,0.0,1.5707830589200888,0.00012621672101206953,False
Q23,初始半径,0.5,C,10800.0,0.25,1.4937896502972725,0.00012621672101206953,False
Q23,初始半径,0.5,C,10800.0,0.5,1.2710940939422377,0.00012621672101206953,False
Q23,初始半径,0.5,C,10800.0,0.75,0.9258390810723327,0.00012621672101206953,False
Q23,初始半径,0.5,C,10800.0,1.0,0.48401828049233764,0.00012621672101206953,False
Q23,初始半径,0.5,T,1800.0,0.0,-6.536864763844363,0.00042789212449999227,False
Q23,初始半径,0.5,T,1800.0,0.25,-6.321440612966001,0.00042789212449999227,False
Q23,初始半径,0.5,T,1800.0,0.5,-5.651604855859915,0.00042789212449999227,False
Q23,初始半径,0.5,T,1800.0,0.75,-4.448797358287493,0.00042789212449999227,False
Q23,初始半径,0.5,T,1800.0,1.0,-2.5206001866322936,0.00042789212449999227,False
Q23,初始半径,0.5,T,3600.0,0.0,-10.202070070976532,0.0003949045810079252,False
Q23,初始半径,0.5,T,3600.0,0.25,-9.846226327388763,0.0003949045810079252,False
Q23,初始半径,0.5,T,3600.0,0.5,-8.7896034039602,0.0003949045810079252,False
Q23,初始半径,0.5,T,3600.0,0.75,-7.084810398233543,0.0003949045810079252,False
Q23,初始半径,0.5,T,3600.0,1.0,-4.7827989272455795,0.0003949045810079252,False
Q23,初始半径,0.5,T,5400.0,0.0,-7.945760908096133,0.00027878113521120543,False
Q23,初始半径,0.5,T,5400.0,0.25,-7.676954344239562,0.00027878113521120543,False
Q23,初始半径,0.5,T,5400.0,0.5,-6.893361902839956,0.00027878113521120543,False
Q23,初始半径,0.5,T,5400.0,0.75,-5.6561380084779955,0.00027878113521120543,False
Q23,初始半径,0.5,T,5400.0,1.0,-4.047981201403417,0.00027878113521120543,False
Q23,初始半径,0.5,T,7200.0,0.0,-4.5557673888616534,0.00013556318332493436,False
Q23,初始半径,0.5,T,7200.0,0.25,-4.407419261380596,0.00013556318332493436,False
Q23,初始半径,0.5,T,7200.0,0.5,-3.974625522659636,0.00013556318332493436,False
Q23,初始半径,0.5,T,7200.0,0.75,-3.295352471899804,0.00013556318332493436,False
Q23,初始半径,0.5,T,7200.0,1.0,-2.417488020842029,0.00013556318332493436,False
Q23,初始半径,0.5,T,9000.0,0.0,-2.1139121996640142,6.253824905629177e-05,False
Q23,初始半径,0.5,T,9000.0,0.25,-2.0438793496950325,6.253824905629177e-05,False
Q23,初始半径,0.5,T,9000.0,0.5,-1.839195897576218,6.253824905629177e-05,False
Q23,初始半径,0.5,T,9000.0,0.75,-1.534926706301576,6.253824905629177e-05,False
Q23,初始半径,0.5,T,9000.0,1.0,-1.1518319596078186,6.253824905629177e-05,False
Q23,初始半径,0.5,T,10800.0,0.0,-0.8813785221413184,3.386500763591274e-05,False
Q23,初始半径,0.5,T,10800.0,0.25,-0.8624244308087725,3.386500763591274e-05,False
Q23,初始半径,0.5,T,10800.0,0.5,-0.7987076752080213,3.386500763591274e-05,False
Q23,初始半径,0.5,T,10800.0,0.75,-0.6781280434474013,3.386500763591274e-05,False
Q23,初始半径,0.5,T,10800.0,1.0,-0.49751553382648694,3.386500763591274e-05,False
Q23,初始含水率,0.5,C,1800.0,0.0,2.5498479075862335,0.00026054005379123245,False
Q23,初始含水率,0.5,C,1800.0,0.25,2.5479989960702554,0.00026054005379123245,False
Q23,初始含水率,0.5,C,1800.0,0.5,2.5163521674181233,0.00026054005379123245,False
Q23,初始含水率,0.5,C,1800.0,0.75,2.299755834631112,0.00026054005379123245,False
Q23,初始含水率,0.5,C,1800.0,1.0,1.687247605673381,0.00026054005379123245,False
Q23,初始含水率,0.5,C,3600.0,0.0,2.516011609043467,0.00022317128460871372,False
Q23,初始含水率,0.5,C,3600.0,0.25,2.479015140844254,0.00022317128460871372,False
Q23,初始含水率,0.5,C,3600.0,0.5,2.3274174299554584,0.00022317128460871372,False
Q23,初始含水率,0.5,C,3600.0,0.75,1.9909321426733406,0.00022317128460871372,False
Q23,初始含水率,0.5,C,3600.0,1.0,1.4992986521538576,0.00022317128460871372,False
Q23,初始含水率,0.5,C,5400.0,0.0,2.3467029422559182,0.00020834184998320046,False
Q23,初始含水率,0.5,C,5400.0,0.25,2.2817457341752334,0.00020834184998320046,False
Q23,初始含水率,0.5,C,5400.0,0.5,2.084006052177312,0.00020834184998320046,False
Q23,初始含水率,0.5,C,5400.0,0.75,1.7643047263091738,0.00020834184998320046,False
Q23,初始含水率,0.5,C,5400.0,1.0,1.3771720987649783,0.00020834184998320046,False
Q23,初始含水率,0.5,C,7200.0,0.0,2.094237433123869,0.00013157837267536727,False
Q23,初始含水率,0.5,C,7200.0,0.25,2.0317507457069173,0.00013157837267536727,False
Q23,初始含水率,0.5,C,7200.0,0.5,1.8523741304836694,0.00013157837267536727,False
Q23,初始含水率,0.5,C,7200.0,0.75,1.5817018068538857,0.00013157837267536727,False
Q23,初始含水率,0.5,C,7200.0,1.0,1.2646203802537448,0.00013157837267536727,False
Q23,初始含水率,0.5,C,9000.0,0.0,1.8479047911416302,0.00013441321409896726,False
Q23,初始含水率,0.5,C,9000.0,0.25,1.7955280225765868,0.00013441321409896726,False
Q23,初始含水率,0.5,C,9000.0,0.5,1.645709495204284,0.00013441321409896726,False
Q23,初始含水率,0.5,C,9000.0,0.75,1.4193516381470372,0.00013441321409896726,False
Q23,初始含水率,0.5,C,9000.0,1.0,1.150642649856226,0.00013441321409896726,False
Q23,初始含水率,0.5,C,10800.0,0.0,1.6335696810702904,0.0001262304251215582,False
Q23,初始含水率,0.5,C,10800.0,0.25,1.5897822657649385,0.0001262304251215582,False
Q23,初始含水率,0.5,C,10800.0,0.5,1.4637257663429715,0.0001262304251215582,False
Q23,初始含水率,0.5,C,10800.0,0.75,1.2707550276112256,0.0001262304251215582,False
Q23,初始含水率,0.5,C,10800.0,1.0,1.0385825879852595,0.0001262304251215582,False
Q23,初始含水率,0.5,T,1800.0,0.0,-1.8401097247370046,0.0004278920752473838,False
Q23,初始含水率,0.5,T,1800.0,0.25,-1.8284823828153662,0.0004278920752473838,False
Q23,初始含水率,0.5,T,1800.0,0.5,-1.788651958376164,0.0004278920752473838,False
Q23,初始含水率,0.5,T,1800.0,0.75,-1.7102652437486654,0.0004278920752473838,False
Q23,初始含水率,0.5,T,1800.0,1.0,-1.6028879674678365,0.0004278920752473838,False
Q23,初始含水率,0.5,T,3600.0,0.0,-2.98126541264665,0.0003949052252550415,False
Q23,初始含水率,0.5,T,3600.0,0.25,-2.922457992716687,0.0003949052252550415,False
Q23,初始含水率,0.5,T,3600.0,0.5,-2.7493127167559805,0.0003949052252550415,False
Q23,初始含水率,0.5,T,3600.0,0.75,-2.478404127750622,0.0003949052252550415,False
Q23,初始含水率,0.5,T,3600.0,1.0,-2.148876621046014,0.0003949052252550415,False
Q23,初始含水率,0.5,T,5400.0,0.0,-2.278587948723043,0.00027877351576557533,False
Q23,初始含水率,0.5,T,5400.0,0.25,-2.2255658237781972,0.00027877351576557533,False
Q23,初始含水率,0.5,T,5400.0,0.5,-2.0723218517133546,0.00027877351576557533,False
Q23,初始含水率,0.5,T,5400.0,0.75,-1.835310885281416,0.00027877351576557533,False
Q23,初始含水率,0.5,T,5400.0,1.0,-1.53662610369949,0.00027877351576557533,False
Q23,初始含水率,0.5,T,7200.0,0.0,-1.257624841949223,0.00013555137344069973,False
Q23,初始含水率,0.5,T,7200.0,0.25,-1.2270905260344023,0.00013555137344069973,False
Q23,初始含水率,0.5,T,7200.0,0.5,-1.138441446605043,0.00013555137344069973,False
Q23,初始含水率,0.5,T,7200.0,0.75,-1.0005919051955914,0.00013555137344069973,False
Q23,初始含水率,0.5,T,7200.0,1.0,-0.8262043623162185,0.00013555137344069973,False
Q23,初始含水率,0.5,T,9000.0,0.0,-0.561602365132785,6.252943536464009e-05,False
Q23,初始含水率,0.5,T,9000.0,0.25,-0.5468835467979716,6.252943536464009e-05,False
Q23,初始含水率,0.5,T,9000.0,0.5,-0.5037653774010664,6.252943536464009e-05,False
Q23,初始含水率,0.5,T,9000.0,0.75,-0.43761243019844187,6.252943536464009e-05,False
Q23,初始含水率,0.5,T,9000.0,1.0,-0.3625077249658659,6.252943536464009e-05,False
Q23,初始含水率,0.5,T,10800.0,0.0,-0.22287027574989793,3.386551982939792e-05,False
Q23,初始含水率,0.5,T,10800.0,0.25,-0.2183153520931569,3.386551982939792e-05,False
Q23,初始含水率,0.5,T,10800.0,0.5,-0.20463111438147052,3.386551982939792e-05,False
Q23,初始含水率,0.5,T,10800.0,0.75,-0.18212755335014208,3.386551982939792e-05,False
Q23,初始含水率,0.5,T,10800.0,1.0,-0.1533206687149402,3.386551982939792e-05,False
